"ID Number","Address 1",City,State,Zip,Latitude,Longitude,GeoLocType,DNUC
MED-100889,"2200 Grant St",Gary,IN,46404,41.578444,-87.356555,ROOFTOP,no
MED-100900,"4905 Old Orchard Center",Skokie,IL,60077,42.0617465,-87.7490396,RANGE_INTERPOLATED,no
MED-100920,"310 Central Ave","East Orange",NJ,07018,40.755282,-74.214473,ROOFTOP,no
MED-100921,"1136 Kincaide Bridge Rd",Winnsboro,SC,29180,34.372088,-81.1031299,ROOFTOP,no
MED-100925,"8327 Davis St",Downey,CA,90241,33.9364204,-118.133953,ROOFTOP,no
MED-100959,"410 Saybrook Rd",Middletown,CT,06457,41.542457,-72.626345,ROOFTOP,no
MED-100964,"1299 Portland Ave",Rochester,NY,14621,43.1897694,-77.5842862,RANGE_INTERPOLATED,no
MED-100970,"4315 Houma Blvd","Metairie ",LA,70006,30.0148081,-90.1818453,ROOFTOP,no
MED-100965,"682 Hemlock St",Macon,GA,31201,32.8320563,-83.6346527,RANGE_INTERPOLATED,no
MED-100362,"1034 S Brentwood Blvd","St. Louis",MO,63117,38.6361493,-90.3454293,ROOFTOP,no
MED-100361,"1034 S Brentwood Blvd","St. Louis",MO,63117,38.6361493,-90.3454293,ROOFTOP,no
MED-100001,"483 Upper Riverdale Rd",Riverdale,GA,30276,33.5723129,-84.4066467,RANGE_INTERPOLATED,no
MED-100005,"1700 Tree Lane Rd",Snellville,GA,30078,33.87637,-84.023534,ROOFTOP,no
MED-100019,"1001 12th Ave","Fort Worth",TX,76104,32.735191,-97.347234,ROOFTOP,no
MED-100020,"930 S Harbor City Blvd",Melbourne,FL,32901,28.0949759,-80.6108851,ROOFTOP,no
MED-100023,"506 NW Murray Road","Lees Summit",MO,64081,38.9231877,-94.4038417,RANGE_INTERPOLATED,no
MED-100490,"1 Elizabeth Place",Dayton,OH,45408,39.7460472,-84.1996631,RANGE_INTERPOLATED,no
MED-100886,"4420 Conlin St",Metairie,LA,70006,30.0175601,-90.197651,RANGE_INTERPOLATED,no
MED-101305,"13350 TI Blvd",Dallas,TX,75243,32.927591,-96.747558,ROOFTOP,no
MED-100030,"240 N Wickham Rd",Melbourne,FL,32935,28.108241,-80.672865,ROOFTOP,no
MED-100699,"240 N Wickham Rd",Melbourne,FL,32935,28.108241,-80.672865,ROOFTOP,no
MED-100698,"240 N Wickham Rd",Melbourne,FL,32935,28.108241,-80.672865,ROOFTOP,no
MED-100168,"9940 Talbert Ave","Fountain Valley",CA,92708,33.701664,-117.9554552,RANGE_INTERPOLATED,no
MED-101267,"455 Minutemen Cswy","Cocoa Beach",FL,32931,28.3184215,-80.6126066,RANGE_INTERPOLATED,no
MED-100051,"363 Fremont St","Battle Creek",MI,49017,42.3333363,-85.1775647,RANGE_INTERPOLATED,no
MED-100903,"2531 Evans St",Newberry,SC,29108,34.2885505,-81.609115,RANGE_INTERPOLATED,no
MED-100015,"1223 Gateway Dr",Melbourne,FL,32901,28.0895774,-80.6502056,ROOFTOP,no
MED-100003,"1502 W 3rd St",Jackson,GA,30233,33.2871712,-84.0263805,RANGE_INTERPOLATED,no
MED-100534,"10004 Kennerly Rd","St. Louis",MO,63128,38.507793,-90.378853,ROOFTOP,no
MED-101207,"155 Lee Byrd Rd",Loganville,GA,30052,33.8336595,-83.8822738,RANGE_INTERPOLATED,no
MED-100067,"1203 S Wayne Rd",Westland,MI,48186,42.300263,-83.387913,ROOFTOP,no
MED-100583,"211 N Merimec Ave","St. Louis",MO,63105,38.654693,-90.339474,ROOFTOP,no
MED-100110,"2900 Lemay Ferry Rd","St. Louis",MO,63125,38.5161674,-90.3110473,ROOFTOP,no
MED-101087,"4906 Frederick Ave","Saint Joseph",MO,64506,39.7800117,-94.7791749,ROOFTOP,no
MED-100493,"3330 N 2nd St",Phoenix,AZ,85012,33.4871263,-112.0712555,ROOFTOP,no
MED-100344,"2331 Hampton Ave","St. Louis",MO,63139,38.6141934,-90.2879645,ROOFTOP,no
MED-101129,"60 Plaza St E",Brooklyn,NY,11238,40.6742792,-73.9686821,ROOFTOP,no
MED-100040,"2601 Annand Dr",Wilmington,DE,19808,39.715965,-75.674927,ROOFTOP,no
MED-100049,"714 Gravois Rd",Fenton,MO,63026,38.5116746,-90.4458735,ROOFTOP,no
MED-100026,"301 S 7th Ave","West Reading",PA,19611,40.330638,-75.951865,ROOFTOP,no
MED-100048,"267 Rte 108",Somersworth,NH,03878,43.2540175,-70.8984146,RANGE_INTERPOLATED,no
MED-100052,"228 W 4th St",Cookville,TN,38501,36.168242,-85.51069,ROOFTOP,no
MED-100063,"15101 W McNichols Rd",Detroit,MI,48235,42.415935,-83.194584,ROOFTOP,no
MED-100087,"3340 Paddocks Pkwy",Suwanee,GA,30024,34.081663,-84.1633562,RANGE_INTERPOLATED,no
MED-100118,"42000 Six Mile Rd",Northville,MI,48167,42.410974,-83.459272,ROOFTOP,no
MED-100154,"821-7 E 233rd St","Bronx ",NY,10466,40.8922891,-73.8536565,RANGE_INTERPOLATED,no
MED-100167,"8057 Spyglass Hill Rd",Melbourne,FL,32940,28.2380533,-80.7082844,RANGE_INTERPOLATED,no
MED-100180,"3105 Limestone Rd",Wilmington,DE,19808,39.733221,-75.669679,ROOFTOP,no
MED-100188,"9330 Poppy Dr",Dallas,TX,75218,32.8350303,-96.7061247,ROOFTOP,no
MED-100198,"2149 Valleygate Dr",Fayetteville,NC,28304,35.040404,-78.913359,ROOFTOP,no
MED-100199,"3950 S Rochester Rd","Rochester Hills",MI,48307,42.624206,-83.131997,ROOFTOP,no
MED-100206,"8555 Silvery Ln","Dearborn Heights",MI,48127,42.3555243,-83.2842614,RANGE_INTERPOLATED,no
MED-100231,"100 Dana Rd",Warrior,AL,35180,33.800623,-86.818068,ROOFTOP,no
MED-100232,"10301 Georgia Ave","Silver Spring",MD,20902,39.024182,-77.044004,ROOFTOP,no
MED-100243,"1400 Hand Ave","Ormond Beach",FL,32174,29.261303,-81.084309,ROOFTOP,no
MED-100245,"146 Norman Ave",Brooklyn,NY,11222,40.7263517,-73.9486995,ROOFTOP,no
MED-100252,"2777 Pacific Ave","Long Beach",CA,90806,33.8077345,-118.1939131,ROOFTOP,no
MED-100253,"14515 Ford Rd",Dearborn,MI,48126,42.3292324,-83.1851831,ROOFTOP,no
MED-100258,"1136 Cleveland Ave","East Point",GA,30344,33.6814382,-84.4260327,RANGE_INTERPOLATED,no
MED-100259,"3816 Woodruff Ave","Long Beach",CA,90808,33.8281459,-118.115712,ROOFTOP,no
MED-100263,"2065 Herschel St",Jacksonville,FL,32204,30.312906,-81.682666,ROOFTOP,no
MED-100269,"12520 Prosperity Dr","Silver Spring",MD,20904,39.0617769,-76.9619071,ROOFTOP,no
MED-100270,"4000 Mitchellville Rd",Bowie,MD,20716,38.945675,-76.723108,ROOFTOP,no
MED-100271,"5632 Annapolis Rd",Bladensburg,MD,20710,38.939746,-76.920078,ROOFTOP,no
MED-100272,"1330 Laurel Ave","Sea Girt",NJ,08758,40.13696,-74.061543,ROOFTOP,no
MED-100273,"810 Pine St",Gainesville,GA,30501,34.288922,-83.8262139,ROOFTOP,no
MED-100276,"4000 Mitchellville Rd",Bowie,MD,20716,38.945675,-76.723108,ROOFTOP,no
MED-100279,"1771 W Romneya Dr",Anaheim,CA,92801,33.85092,-117.94456,ROOFTOP,no
MED-100280,"115 Executive Pkwy","Moncks Corner",SC,29461,33.193701,-79.984374,ROOFTOP,no
MED-100286,"5525 S Staples St","Corpus Christi",TX,78411,27.7004855,-97.3749214,ROOFTOP,no
MED-100289,"600 Division Ave","San Antonio",TX,78214,29.3794494,-98.5111438,ROOFTOP,no
MED-100294,"1045 Atlantic Ave","Long Beach",CA,90813,33.780235,-118.185393,ROOFTOP,no
MED-100295,"14300 Gallant Fox Ln",Bowie,MD,20715,38.9729659,-76.7565998,ROOFTOP,no
MED-100006,"3855 Pleasant Hill Rd",Duluth,GA,30096,33.999478,-84.164012,ROOFTOP,no
MED-100016,"631 Professional Dr",Lawrenceville,GA,30045,33.9622626,-84.0178585,ROOFTOP,no
MED-100013,"6300 Wickham Rd",Melbourne,FL,32940,28.214582,-80.674028,ROOFTOP,no
MED-100014,"6300 Wickham Rd",Melbourne,FL,32940,28.214582,-80.674028,ROOFTOP,no
MED-100018,"500 E Remington Dr",Sunnyvale,CA,94087,37.358261,-122.02807,ROOFTOP,no
MED-100035,"8280 Willett Pkwy",Baldswinsville,NY,13027,43.171448,-76.299111,ROOFTOP,no
MED-100034,"8100 Oswego Rd",Liverpool,NY,13090,43.163713,-76.234332,ROOFTOP,no
MED-100128,"226A W 238th St",Bronx,NY,10074,40.884655,-73.900128,ROOFTOP,no
MED-100131,"39475 Lewis Dr",Novi,MI,48377,42.507643,-83.43756,ROOFTOP,no
MED-100215,"14300 Gallant Fox Ln",Bowie,MD,20715,38.9729659,-76.7565998,ROOFTOP,no
MED-100237,"13495 Gulf Blvd","Madeira Beach",FL,33708,27.7911731,-82.7884257,ROOFTOP,no
MED-100298,"535 E McKellips",Mesa,AZ,85203,33.451149,-111.820107,ROOFTOP,no
MED-100299,"2777 Pacific Ave","Long Beach",CA,90806,33.8077345,-118.1939131,ROOFTOP,no
MED-100300,"400 Cherry Tree Rd",Aston,PA,19014,39.8488966,-75.4384945,RANGE_INTERPOLATED,no
MED-100301,"1533 Pleasant Hill Rd",Duluth,GA,30096,33.9423606,-84.1235424,ROOFTOP,no
MED-100303,"7460 Wolf River Blvd",Germantown,TN,38138,35.115457,-89.813661,ROOFTOP,no
MED-100308,"2105 Park St",Jacksonville,FL,32204,30.3135176,-81.6836977,ROOFTOP,no
MED-100315,"209 W Spring St",Sylacauga,AL,35150,33.1657806,-86.2534977,RANGE_INTERPOLATED,no
MED-100319,"500 Willow St","Long Beach",CA,90806,33.804138,-118.187024,ROOFTOP,no
MED-100320,"1790 Presidential Cir",Snellville,GA,30078,33.8770984,-84.0172917,ROOFTOP,no
MED-100324,"3175 E Firestone Blvd","South Gate",CA,90280,33.955123,-118.2137455,ROOFTOP,no
MED-100326,"420 Lowell Dr",Huntsville,AL,35801,34.721364,-86.57511,ROOFTOP,no
MED-100328,"1919 N Loop W",Houston,TX,77008,29.8112032,-95.4340105,ROOFTOP,no
MED-100334,"901 Medical Center Pkwy",Selma,AL,36701,32.4264,-87.0515,ROOFTOP,no
